"name";"code";level2Code;"level3Code";"code_fichier";"nom_fichier";"date_fin";"description_operation";"bank_statement_file_format"
"Bank Cheque";"PMNT";"RCHQ";"BCHQ";"OPÉRATIONS CAMT53";"Opérations CAMT53";;"Codes de transaction bancaire pour CAMT.053";"camt.053.001.02.stm"
"Cash Letter";"PMNT";"RCHQ";"CASH";"OPÉRATIONS CAMT53";"Opérations CAMT53";;"Codes de transaction bancaire pour CAMT.053";"camt.053.001.02.stm"
"Cash Letter Adjustment";"PMNT";"RCHQ";"CSHA";"OPÉRATIONS CAMT53";"Opérations CAMT53";;"Codes de transaction bancaire pour CAMT.053";"camt.053.001.02.stm"
"Certified Customer Cheque";"PMNT";"RCHQ";"CCCH";"OPÉRATIONS CAMT53";"Opérations CAMT53";;"Codes de transaction bancaire pour CAMT.053";"camt.053.001.02.stm"
"Charges (Generic)";"PMNT";"RCHQ";"CHRG";"OPÉRATIONS CAMT53";"Opérations CAMT53";;"Codes de transaction bancaire pour CAMT.053";"camt.053.001.02.stm"
"Cheque";"PMNT";"RCHQ";"CCHQ";"OPÉRATIONS CAMT53";"Opérations CAMT53";;"Codes de transaction bancaire pour CAMT.053";"camt.053.001.02.stm"
"Cheque Reversal";"PMNT";"RCHQ";"CQRV";"OPÉRATIONS CAMT53";"Opérations CAMT53";;"Codes de transaction bancaire pour CAMT.053";"camt.053.001.02.stm"
"Cheque Under Reserve";"PMNT";"RCHQ";"URCQ";"OPÉRATIONS CAMT53";"Opérations CAMT53";;"Codes de transaction bancaire pour CAMT.053";"camt.053.001.02.stm"
"Circular Cheque";"PMNT";"RCHQ";"CLCQ";"OPÉRATIONS CAMT53";"Opérations CAMT53";;"Codes de transaction bancaire pour CAMT.053";"camt.053.001.02.stm"
"Commission (Generic)";"PMNT";"RCHQ";"COMM";"OPÉRATIONS CAMT53";"Opérations CAMT53";;"Codes de transaction bancaire pour CAMT.053";"camt.053.001.02.stm"
"Commission Excluding Taxes (Generic)";"PMNT";"RCHQ";"COME";"OPÉRATIONS CAMT53";"Opérations CAMT53";;"Codes de transaction bancaire pour CAMT.053";"camt.053.001.02.stm"
"Commission Including Taxes (Generic)";"PMNT";"RCHQ";"COMI";"OPÉRATIONS CAMT53";"Opérations CAMT53";;"Codes de transaction bancaire pour CAMT.053";"camt.053.001.02.stm"
"Controlled Disbursement";"PMNT";"RCHQ";"CDIS";"OPÉRATIONS CAMT53";"Opérations CAMT53";;"Codes de transaction bancaire pour CAMT.053";"camt.053.001.02.stm"
"Credit Adjustments (Generic)";"PMNT";"RCHQ";"CAJT";"OPÉRATIONS CAMT53";"Opérations CAMT53";;"Codes de transaction bancaire pour CAMT.053";"camt.053.001.02.stm"
"Crossed Cheque";"PMNT";"RCHQ";"CRCQ";"OPÉRATIONS CAMT53";"Opérations CAMT53";;"Codes de transaction bancaire pour CAMT.053";"camt.053.001.02.stm"
"Debit Adjustments (Generic)";"PMNT";"RCHQ";"DAJT";"OPÉRATIONS CAMT53";"Opérations CAMT53";;"Codes de transaction bancaire pour CAMT.053";"camt.053.001.02.stm"
"Fees (Generic)";"PMNT";"RCHQ";"FEES";"OPÉRATIONS CAMT53";"Opérations CAMT53";;"Codes de transaction bancaire pour CAMT.053";"camt.053.001.02.stm"
"Foreign Cheque";"PMNT";"RCHQ";"XBCQ";"OPÉRATIONS CAMT53";"Opérations CAMT53";;"Codes de transaction bancaire pour CAMT.053";"camt.053.001.02.stm"
"Foreign Cheque Under Reserve";"PMNT";"RCHQ";"XRCQ";"OPÉRATIONS CAMT53";"Opérations CAMT53";;"Codes de transaction bancaire pour CAMT.053";"camt.053.001.02.stm"
"Interests (Generic)";"PMNT";"RCHQ";"INTR";"OPÉRATIONS CAMT53";"Opérations CAMT53";;"Codes de transaction bancaire pour CAMT.053";"camt.053.001.02.stm"
"Non Presented Circular Cheques";"PMNT";"RCHQ";"NPCC";"OPÉRATIONS CAMT53";"Opérations CAMT53";;"Codes de transaction bancaire pour CAMT.053";"camt.053.001.02.stm"
"Non Taxable Commissions (Generic)";"PMNT";"RCHQ";"COMT";"OPÉRATIONS CAMT53";"Opérations CAMT53";;"Codes de transaction bancaire pour CAMT.053";"camt.053.001.02.stm"
"Not Available";"PMNT";"RCHQ";"NTAV";"OPÉRATIONS CAMT53";"Opérations CAMT53";;"Codes de transaction bancaire pour CAMT.053";"camt.053.001.02.stm"
"Open Cheque";"PMNT";"RCHQ";"OPCQ";"OPÉRATIONS CAMT53";"Opérations CAMT53";;"Codes de transaction bancaire pour CAMT.053";"camt.053.001.02.stm"
"Order Cheque";"PMNT";"RCHQ";"ORCQ";"OPÉRATIONS CAMT53";"Opérations CAMT53";;"Codes de transaction bancaire pour CAMT.053";"camt.053.001.02.stm"
"Other";"PMNT";"RCHQ";"OTHR";"OPÉRATIONS CAMT53";"Opérations CAMT53";;"Codes de transaction bancaire pour CAMT.053";"camt.053.001.02.stm"
"Reimbursement (Generic)";"PMNT";"RCHQ";"RIMB";"OPÉRATIONS CAMT53";"Opérations CAMT53";;"Codes de transaction bancaire pour CAMT.053";"camt.053.001.02.stm"
"Taxes (Generic)";"PMNT";"RCHQ";"TAXE";"OPÉRATIONS CAMT53";"Opérations CAMT53";;"Codes de transaction bancaire pour CAMT.053";"camt.053.001.02.stm"
"Unpaid Cheque";"PMNT";"RCHQ";"UPCQ";"OPÉRATIONS CAMT53";"Opérations CAMT53";;"Codes de transaction bancaire pour CAMT.053";"camt.053.001.02.stm"
"Unpaid Foreign Cheque";"PMNT";"RCHQ";"XPCQ";"OPÉRATIONS CAMT53";"Opérations CAMT53";;"Codes de transaction bancaire pour CAMT.053";"camt.053.001.02.stm"
"ACH Corporate Trade";"PMNT";"RCDT";"ACOR";"OPÉRATIONS CAMT53";"Opérations CAMT53";;"Codes de transaction bancaire pour CAMT.053";"camt.053.001.02.stm"
"ACH Credit";"PMNT";"RCDT";"ACDT";"OPÉRATIONS CAMT53";"Opérations CAMT53";;"Codes de transaction bancaire pour CAMT.053";"camt.053.001.02.stm"
"ACH Debit";"PMNT";"RCDT";"ADBT";"OPÉRATIONS CAMT53";"Opérations CAMT53";;"Codes de transaction bancaire pour CAMT.053";"camt.053.001.02.stm"
"ACH Pre-Authorised";"PMNT";"RCDT";"APAC";"OPÉRATIONS CAMT53";"Opérations CAMT53";;"Codes de transaction bancaire pour CAMT.053";"camt.053.001.02.stm"
"ACH Return";"PMNT";"RCDT";"ARET";"OPÉRATIONS CAMT53";"Opérations CAMT53";;"Codes de transaction bancaire pour CAMT.053";"camt.053.001.02.stm"
"ACH Reversal";"PMNT";"RCDT";"AREV";"OPÉRATIONS CAMT53";"Opérations CAMT53";;"Codes de transaction bancaire pour CAMT.053";"camt.053.001.02.stm"
"ACH Settlement";"PMNT";"RCDT";"ASET";"OPÉRATIONS CAMT53";"Opérations CAMT53";;"Codes de transaction bancaire pour CAMT.053";"camt.053.001.02.stm"
"ACH Transaction";"PMNT";"RCDT";"ATXN";"OPÉRATIONS CAMT53";"Opérations CAMT53";;"Codes de transaction bancaire pour CAMT.053";"camt.053.001.02.stm"
"Automatic Transfer";"PMNT";"RCDT";"AUTT";"OPÉRATIONS CAMT53";"Opérations CAMT53";;"Codes de transaction bancaire pour CAMT.053";"camt.053.001.02.stm"
"Charges (Generic)";"PMNT";"RCDT";"CHRG";"OPÉRATIONS CAMT53";"Opérations CAMT53";;"Codes de transaction bancaire pour CAMT.053";"camt.053.001.02.stm"
"Commission (Generic)";"PMNT";"RCDT";"COMM";"OPÉRATIONS CAMT53";"Opérations CAMT53";;"Codes de transaction bancaire pour CAMT.053";"camt.053.001.02.stm"
"Commission Excluding Taxes (Generic)";"PMNT";"RCDT";"COME";"OPÉRATIONS CAMT53";"Opérations CAMT53";;"Codes de transaction bancaire pour CAMT.053";"camt.053.001.02.stm"
"Commission Including Taxes (Generic)";"PMNT";"RCDT";"COMI";"OPÉRATIONS CAMT53";"Opérations CAMT53";;"Codes de transaction bancaire pour CAMT.053";"camt.053.001.02.stm"
"Credit Adjustments (Generic)";"PMNT";"RCDT";"CAJT";"OPÉRATIONS CAMT53";"Opérations CAMT53";;"Codes de transaction bancaire pour CAMT.053";"camt.053.001.02.stm"
"Credit Transfer With Agreed Commercial Information";"PMNT";"RCDT";"VCOM";"OPÉRATIONS CAMT53";"Opérations CAMT53";;"Codes de transaction bancaire pour CAMT.053";"camt.053.001.02.stm"
"Cross-Border Credit Transfer";"PMNT";"RCDT";"XBCT";"OPÉRATIONS CAMT53";"Opérations CAMT53";;"Codes de transaction bancaire pour CAMT.053";"camt.053.001.02.stm"
"Cross-Border Payroll/Salary Payment";"PMNT";"RCDT";"XBSA";"OPÉRATIONS CAMT53";"Opérations CAMT53";;"Codes de transaction bancaire pour CAMT.053";"camt.053.001.02.stm"
"Cross-Border Standing Order";"PMNT";"RCDT";"XBST";"OPÉRATIONS CAMT53";"Opérations CAMT53";;"Codes de transaction bancaire pour CAMT.053";"camt.053.001.02.stm"
"Debit Adjustments (Generic)";"PMNT";"RCDT";"DAJT";"OPÉRATIONS CAMT53";"Opérations CAMT53";;"Codes de transaction bancaire pour CAMT.053";"camt.053.001.02.stm"
"Domestic Credit Transfer";"PMNT";"RCDT";"DMCT";"OPÉRATIONS CAMT53";"Opérations CAMT53";;"Codes de transaction bancaire pour CAMT.053";"camt.053.001.02.stm"
"Fees (Generic)";"PMNT";"RCDT";"FEES";"OPÉRATIONS CAMT53";"Opérations CAMT53";;"Codes de transaction bancaire pour CAMT.053";"camt.053.001.02.stm"
"Financial Institution Credit Transfer";"PMNT";"RCDT";"FICT";"OPÉRATIONS CAMT53";"Opérations CAMT53";;"Codes de transaction bancaire pour CAMT.053";"camt.053.001.02.stm"
"Interests (Generic)";"PMNT";"RCDT";"INTR";"OPÉRATIONS CAMT53";"Opérations CAMT53";;"Codes de transaction bancaire pour CAMT.053";"camt.053.001.02.stm"
"Internal Book Transfer";"PMNT";"RCDT";"BOOK";"OPÉRATIONS CAMT53";"Opérations CAMT53";;"Codes de transaction bancaire pour CAMT.053";"camt.053.001.02.stm"
"Non Taxable Commissions (Generic)";"PMNT";"RCDT";"COMT";"OPÉRATIONS CAMT53";"Opérations CAMT53";;"Codes de transaction bancaire pour CAMT.053";"camt.053.001.02.stm"
"Nordic Payment Council Credit Transfer";"PMNT";"RCDT";"ENCT";"OPÉRATIONS CAMT53";"Opérations CAMT53";;"Codes de transaction bancaire pour CAMT.053";"camt.053.001.02.stm"
"Not Available";"PMNT";"RCDT";"NTAV";"OPÉRATIONS CAMT53";"Opérations CAMT53";;"Codes de transaction bancaire pour CAMT.053";"camt.053.001.02.stm"
"Other";"PMNT";"RCDT";"OTHR";"OPÉRATIONS CAMT53";"Opérations CAMT53";;"Codes de transaction bancaire pour CAMT.053";"camt.053.001.02.stm"
"Payroll/Salary Payment";"PMNT";"RCDT";"SALA";"OPÉRATIONS CAMT53";"Opérations CAMT53";;"Codes de transaction bancaire pour CAMT.053";"camt.053.001.02.stm"
"Priority Credit Transfer";"PMNT";"RCDT";"PRCT";"OPÉRATIONS CAMT53";"Opérations CAMT53";;"Codes de transaction bancaire pour CAMT.053";"camt.053.001.02.stm"
"Reimbursement (Generic)";"PMNT";"RCDT";"RIMB";"OPÉRATIONS CAMT53";"Opérations CAMT53";;"Codes de transaction bancaire pour CAMT.053";"camt.053.001.02.stm"
"Reversal Due To Payment Cancellation Request  ";"PMNT";"RCDT";"RPCR";"OPÉRATIONS CAMT53";"Opérations CAMT53";;"Codes de transaction bancaire pour CAMT.053";"camt.053.001.02.stm"
"Reversal Due To Payment Return";"PMNT";"RCDT";"RRTN";"OPÉRATIONS CAMT53";"Opérations CAMT53";;"Codes de transaction bancaire pour CAMT.053";"camt.053.001.02.stm"
"Cross Border Reversal Due to Payment Return";"PMNT";"RCDT";"XRTN";"OPÉRATIONS CAMT53";"Opérations CAMT53";;"Codes de transaction bancaire pour CAMT.053";"camt.053.001.02.stm"
"Same Day Value Credit Transfer";"PMNT";"RCDT";"SDVA";"OPÉRATIONS CAMT53";"Opérations CAMT53";;"Codes de transaction bancaire pour CAMT.053";"camt.053.001.02.stm"
"SEPA Credit Transfer";"PMNT";"RCDT";"ESCT";"OPÉRATIONS CAMT53";"Opérations CAMT53";;"Codes de transaction bancaire pour CAMT.053";"camt.053.001.02.stm"
"Standing Order";"PMNT";"RCDT";"STDO";"OPÉRATIONS CAMT53";"Opérations CAMT53";;"Codes de transaction bancaire pour CAMT.053";"camt.053.001.02.stm"
"Taxes (Generic)";"PMNT";"RCDT";"TAXE";"OPÉRATIONS CAMT53";"Opérations CAMT53";;"Codes de transaction bancaire pour CAMT.053";"camt.053.001.02.stm"
"Treasury Tax And Loan Service";"PMNT";"RCDT";"TTLS";"OPÉRATIONS CAMT53";"Opérations CAMT53";;"Codes de transaction bancaire pour CAMT.053";"camt.053.001.02.stm"
"Charges (Generic)";"PMNT";"RDDT";"CHRG";"OPÉRATIONS CAMT53";"Opérations CAMT53";;"Codes de transaction bancaire pour CAMT.053";"camt.053.001.02.stm"
"Commission (Generic)";"PMNT";"RDDT";"COMM";"OPÉRATIONS CAMT53";"Opérations CAMT53";;"Codes de transaction bancaire pour CAMT.053";"camt.053.001.02.stm"
"Commission Excluding Taxes (Generic)";"PMNT";"RDDT";"COME";"OPÉRATIONS CAMT53";"Opérations CAMT53";;"Codes de transaction bancaire pour CAMT.053";"camt.053.001.02.stm"
"Commission Including Taxes (Generic)";"PMNT";"RDDT";"COMI";"OPÉRATIONS CAMT53";"Opérations CAMT53";;"Codes de transaction bancaire pour CAMT.053";"camt.053.001.02.stm"
"Credit Adjustments (Generic)";"PMNT";"RDDT";"CAJT";"OPÉRATIONS CAMT53";"Opérations CAMT53";;"Codes de transaction bancaire pour CAMT.053";"camt.053.001.02.stm"
"Cross-Border Direct Debit";"PMNT";"RDDT";"XBDD";"OPÉRATIONS CAMT53";"Opérations CAMT53";;"Codes de transaction bancaire pour CAMT.053";"camt.053.001.02.stm"
"Debit Adjustments (Generic)";"PMNT";"RDDT";"DAJT";"OPÉRATIONS CAMT53";"Opérations CAMT53";;"Codes de transaction bancaire pour CAMT.053";"camt.053.001.02.stm"
"Direct Debit";"PMNT";"RDDT";"PMDD";"OPÉRATIONS CAMT53";"Opérations CAMT53";;"Codes de transaction bancaire pour CAMT.053";"camt.053.001.02.stm"
"Direct Debit Under Reserve";"PMNT";"RDDT";"URDD";"OPÉRATIONS CAMT53";"Opérations CAMT53";;"Codes de transaction bancaire pour CAMT.053";"camt.053.001.02.stm"
"Fees (Generic)";"PMNT";"RDDT";"FEES";"OPÉRATIONS CAMT53";"Opérations CAMT53";;"Codes de transaction bancaire pour CAMT.053";"camt.053.001.02.stm"
"Financial Institution Direct Debit Payment";"PMNT";"RDDT";"FIDD";"OPÉRATIONS CAMT53";"Opérations CAMT53";;"Codes de transaction bancaire pour CAMT.053";"camt.053.001.02.stm"
"Interests (Generic)";"PMNT";"RDDT";"INTR";"OPÉRATIONS CAMT53";"Opérations CAMT53";;"Codes de transaction bancaire pour CAMT.053";"camt.053.001.02.stm"
"Non Taxable Commissions (Generic)";"PMNT";"RDDT";"COMT";"OPÉRATIONS CAMT53";"Opérations CAMT53";;"Codes de transaction bancaire pour CAMT.053";"camt.053.001.02.stm"
"Not Available";"PMNT";"RDDT";"NTAV";"OPÉRATIONS CAMT53";"Opérations CAMT53";;"Codes de transaction bancaire pour CAMT.053";"camt.053.001.02.stm"
"One-Off Direct Debit";"PMNT";"RDDT";"OODD";"OPÉRATIONS CAMT53";"Opérations CAMT53";;"Codes de transaction bancaire pour CAMT.053";"camt.053.001.02.stm"
"Other";"PMNT";"RDDT";"OTHR";"OPÉRATIONS CAMT53";"Opérations CAMT53";;"Codes de transaction bancaire pour CAMT.053";"camt.053.001.02.stm"
"Pre-Authorised Direct Debit";"PMNT";"RDDT";"PADD";"OPÉRATIONS CAMT53";"Opérations CAMT53";;"Codes de transaction bancaire pour CAMT.053";"camt.053.001.02.stm"
"Reimbursement (Generic)";"PMNT";"RDDT";"RIMB";"OPÉRATIONS CAMT53";"Opérations CAMT53";;"Codes de transaction bancaire pour CAMT.053";"camt.053.001.02.stm"
"Reversal Due To Payment Cancellation Request";"PMNT";"RDDT";"RCDD";"OPÉRATIONS CAMT53";"Opérations CAMT53";;"Codes de transaction bancaire pour CAMT.053";"camt.053.001.02.stm"
"Reversal Due To Payment Reversal  ";"PMNT";"RDDT";"PRDD";"OPÉRATIONS CAMT53";"Opérations CAMT53";;"Codes de transaction bancaire pour CAMT.053";"camt.053.001.02.stm"
"Reversal Due To Return/Unpaid Direct Debit";"PMNT";"RDDT";"UPDD";"OPÉRATIONS CAMT53";"Opérations CAMT53";;"Codes de transaction bancaire pour CAMT.053";"camt.053.001.02.stm"
"SEPA B2B Direct Debit";"PMNT";"RDDT";"BBDD";"OPÉRATIONS CAMT53";"Opérations CAMT53";;"Codes de transaction bancaire pour CAMT.053";"camt.053.001.02.stm"
"SEPA Core Direct Debit";"PMNT";"RDDT";"ESDD";"OPÉRATIONS CAMT53";"Opérations CAMT53";;"Codes de transaction bancaire pour CAMT.053";"camt.053.001.02.stm"
"Taxes (Generic)";"PMNT";"RDDT";"TAXE";"OPÉRATIONS CAMT53";"Opérations CAMT53";;"Codes de transaction bancaire pour CAMT.053";"camt.053.001.02.stm"
"ACH Corporate Trade";"PMNT";"RRCT";"ACOR";"OPÉRATIONS CAMT53";"Opérations CAMT53";;"Codes de transaction bancaire pour CAMT.053";"camt.053.001.02.stm"
"ACH Credit";"PMNT";"RRCT";"ACDT";"OPÉRATIONS CAMT53";"Opérations CAMT53";;"Codes de transaction bancaire pour CAMT.053";"camt.053.001.02.stm"
"ACH Debit";"PMNT";"RRCT";"ADBT";"OPÉRATIONS CAMT53";"Opérations CAMT53";;"Codes de transaction bancaire pour CAMT.053";"camt.053.001.02.stm"
"ACH Pre-Authorised";"PMNT";"RRCT";"APAC";"OPÉRATIONS CAMT53";"Opérations CAMT53";;"Codes de transaction bancaire pour CAMT.053";"camt.053.001.02.stm"
"ACH Return";"PMNT";"RRCT";"ARET";"OPÉRATIONS CAMT53";"Opérations CAMT53";;"Codes de transaction bancaire pour CAMT.053";"camt.053.001.02.stm"
"ACH Reversal";"PMNT";"RRCT";"AREV";"OPÉRATIONS CAMT53";"Opérations CAMT53";;"Codes de transaction bancaire pour CAMT.053";"camt.053.001.02.stm"
"ACH Settlement";"PMNT";"RRCT";"ASET";"OPÉRATIONS CAMT53";"Opérations CAMT53";;"Codes de transaction bancaire pour CAMT.053";"camt.053.001.02.stm"
"ACH Transaction";"PMNT";"RRCT";"ATXN";"OPÉRATIONS CAMT53";"Opérations CAMT53";;"Codes de transaction bancaire pour CAMT.053";"camt.053.001.02.stm"
"Automatic Transfer";"PMNT";"RRCT";"AUTT";"OPÉRATIONS CAMT53";"Opérations CAMT53";;"Codes de transaction bancaire pour CAMT.053";"camt.053.001.02.stm"
"Charges (Generic)";"PMNT";"RRCT";"CHRG";"OPÉRATIONS CAMT53";"Opérations CAMT53";;"Codes de transaction bancaire pour CAMT.053";"camt.053.001.02.stm"
"Commission (Generic)";"PMNT";"RRCT";"COMM";"OPÉRATIONS CAMT53";"Opérations CAMT53";;"Codes de transaction bancaire pour CAMT.053";"camt.053.001.02.stm"
"Commission Excluding Taxes (Generic)";"PMNT";"RRCT";"COME";"OPÉRATIONS CAMT53";"Opérations CAMT53";;"Codes de transaction bancaire pour CAMT.053";"camt.053.001.02.stm"
"Commission Including Taxes (Generic)";"PMNT";"RRCT";"COMI";"OPÉRATIONS CAMT53";"Opérations CAMT53";;"Codes de transaction bancaire pour CAMT.053";"camt.053.001.02.stm"
"Credit Adjustments (Generic)";"PMNT";"RRCT";"CAJT";"OPÉRATIONS CAMT53";"Opérations CAMT53";;"Codes de transaction bancaire pour CAMT.053";"camt.053.001.02.stm"
"Credit Transfer With Agreed Commercial Information";"PMNT";"RRCT";"VCOM";"OPÉRATIONS CAMT53";"Opérations CAMT53";;"Codes de transaction bancaire pour CAMT.053";"camt.053.001.02.stm"
"Cross-Border Credit Transfer";"PMNT";"RRCT";"XBCT";"OPÉRATIONS CAMT53";"Opérations CAMT53";;"Codes de transaction bancaire pour CAMT.053";"camt.053.001.02.stm"
"Cross-Border Payroll/Salary Payment";"PMNT";"RRCT";"XBSA";"OPÉRATIONS CAMT53";"Opérations CAMT53";;"Codes de transaction bancaire pour CAMT.053";"camt.053.001.02.stm"
"Cross-Border Standing Order";"PMNT";"RRCT";"XBST";"OPÉRATIONS CAMT53";"Opérations CAMT53";;"Codes de transaction bancaire pour CAMT.053";"camt.053.001.02.stm"
"Debit Adjustments (Generic)";"PMNT";"RRCT";"DAJT";"OPÉRATIONS CAMT53";"Opérations CAMT53";;"Codes de transaction bancaire pour CAMT.053";"camt.053.001.02.stm"
"Domestic Credit Transfer";"PMNT";"RRCT";"DMCT";"OPÉRATIONS CAMT53";"Opérations CAMT53";;"Codes de transaction bancaire pour CAMT.053";"camt.053.001.02.stm"
"Fees (Generic)";"PMNT";"RRCT";"FEES";"OPÉRATIONS CAMT53";"Opérations CAMT53";;"Codes de transaction bancaire pour CAMT.053";"camt.053.001.02.stm"
"Financial Institution Credit Transfer";"PMNT";"RRCT";"FICT";"OPÉRATIONS CAMT53";"Opérations CAMT53";;"Codes de transaction bancaire pour CAMT.053";"camt.053.001.02.stm"
"Interests (Generic)";"PMNT";"RRCT";"INTR";"OPÉRATIONS CAMT53";"Opérations CAMT53";;"Codes de transaction bancaire pour CAMT.053";"camt.053.001.02.stm"
"Internal Book Transfer";"PMNT";"RRCT";"BOOK";"OPÉRATIONS CAMT53";"Opérations CAMT53";;"Codes de transaction bancaire pour CAMT.053";"camt.053.001.02.stm"
"Non Taxable Commissions (Generic)";"PMNT";"RRCT";"COMT";"OPÉRATIONS CAMT53";"Opérations CAMT53";;"Codes de transaction bancaire pour CAMT.053";"camt.053.001.02.stm"
"Nordic Payment Council Credit Transfer";"PMNT";"RRCT";"ENCT";"OPÉRATIONS CAMT53";"Opérations CAMT53";;"Codes de transaction bancaire pour CAMT.053";"camt.053.001.02.stm"
"Not Available";"PMNT";"RRCT";"NTAV";"OPÉRATIONS CAMT53";"Opérations CAMT53";;"Codes de transaction bancaire pour CAMT.053";"camt.053.001.02.stm"
"Other";"PMNT";"RRCT";"OTHR";"OPÉRATIONS CAMT53";"Opérations CAMT53";;"Codes de transaction bancaire pour CAMT.053";"camt.053.001.02.stm"
"Payroll/Salary Payment";"PMNT";"RRCT";"SALA";"OPÉRATIONS CAMT53";"Opérations CAMT53";;"Codes de transaction bancaire pour CAMT.053";"camt.053.001.02.stm"
"Priority Credit Transfer";"PMNT";"RRCT";"PRCT";"OPÉRATIONS CAMT53";"Opérations CAMT53";;"Codes de transaction bancaire pour CAMT.053";"camt.053.001.02.stm"
"Reimbursement (Generic)";"PMNT";"RRCT";"RIMB";"OPÉRATIONS CAMT53";"Opérations CAMT53";;"Codes de transaction bancaire pour CAMT.053";"camt.053.001.02.stm"
"Reversal Due To Payment Cancellation Request  ";"PMNT";"RRCT";"RPCR";"OPÉRATIONS CAMT53";"Opérations CAMT53";;"Codes de transaction bancaire pour CAMT.053";"camt.053.001.02.stm"
"Reversal Due To Payment Return";"PMNT";"RRCT";"RRTN";"OPÉRATIONS CAMT53";"Opérations CAMT53";;"Codes de transaction bancaire pour CAMT.053";"camt.053.001.02.stm"
"Cross Border Reversal Due to Payment Return";"PMNT";"RRCT";"XRTN";"OPÉRATIONS CAMT53";"Opérations CAMT53";;"Codes de transaction bancaire pour CAMT.053";"camt.053.001.02.stm"
"Same Day Value Credit Transfer";"PMNT";"RRCT";"SDVA";"OPÉRATIONS CAMT53";"Opérations CAMT53";;"Codes de transaction bancaire pour CAMT.053";"camt.053.001.02.stm"
"SEPA Credit Transfer";"PMNT";"RRCT";"ESCT";"OPÉRATIONS CAMT53";"Opérations CAMT53";;"Codes de transaction bancaire pour CAMT.053";"camt.053.001.02.stm"
"Standing Order";"PMNT";"RRCT";"STDO";"OPÉRATIONS CAMT53";"Opérations CAMT53";;"Codes de transaction bancaire pour CAMT.053";"camt.053.001.02.stm"
"Taxes (Generic)";"PMNT";"RRCT";"TAXE";"OPÉRATIONS CAMT53";"Opérations CAMT53";;"Codes de transaction bancaire pour CAMT.053";"camt.053.001.02.stm"
"Treasury Tax And Loan Service";"PMNT";"RRCT";"TTLS";"OPÉRATIONS CAMT53";"Opérations CAMT53";;"Codes de transaction bancaire pour CAMT.053";"camt.053.001.02.stm"
"Bill of Exchange Settlement on Demand";"PMNT";"DRFT";"STOD";"OPÉRATIONS CAMT53";"Opérations CAMT53";;"Codes de transaction bancaire pour CAMT.053";"camt.053.001.02.stm"
"Cover Transaction ";"PMNT";"ICDT";"COVE";"OPÉRATIONS CAMT53";"Opérations CAMT53";;"Codes de transaction bancaire pour CAMT.053";"camt.053.001.02.stm"
"Reversal due to a Cover Transaction Return";"PMNT";"ICDT";"RCOV";"OPÉRATIONS CAMT53";"Opérations CAMT53";;"Codes de transaction bancaire pour CAMT.053";"camt.053.001.02.stm"
"Cover Transaction ";"PMNT";"RCDT";"COVE";"OPÉRATIONS CAMT53";"Opérations CAMT53";;"Codes de transaction bancaire pour CAMT.053";"camt.053.001.02.stm"
"Reversal due to a Cover Transaction Return";"PMNT";"RCDT";"RCOV";"OPÉRATIONS CAMT53";"Opérations CAMT53";;"Codes de transaction bancaire pour CAMT.053";"camt.053.001.02.stm"
