"name";"code";level2Code;"level3Code";"code_fichier";"nom_fichier";"date_fin";"description_operation";"bank_statement_file_format"
"Credit Adjustment";"PMNT";"LBOX";"LBCA";"OPERATION CAMT53";"Operation CAMT53";;"Bank transaction codes for CAMT.053";"camt.053.001.02.stm"
"Credit Adjustments (Generic)";"PMNT";"LBOX";"CAJT";"OPERATION CAMT53";"Operation CAMT53";;"Bank transaction codes for CAMT.053";"camt.053.001.02.stm"
"Debit";"PMNT";"LBOX";"LBDB";"OPERATION CAMT53";"Operation CAMT53";;"Bank transaction codes for CAMT.053";"camt.053.001.02.stm"
"Debit Adjustments (Generic)";"PMNT";"LBOX";"DAJT";"OPERATION CAMT53";"Operation CAMT53";;"Bank transaction codes for CAMT.053";"camt.053.001.02.stm"
"Deposit";"PMNT";"LBOX";"LBDP";"OPERATION CAMT53";"Operation CAMT53";;"Bank transaction codes for CAMT.053";"camt.053.001.02.stm"
"Fees (Generic)";"PMNT";"LBOX";"FEES";"OPERATION CAMT53";"Operation CAMT53";;"Bank transaction codes for CAMT.053";"camt.053.001.02.stm"
"Interests (Generic)";"PMNT";"LBOX";"INTR";"OPERATION CAMT53";"Operation CAMT53";;"Bank transaction codes for CAMT.053";"camt.053.001.02.stm"
"Non Taxable Commissions (Generic)";"PMNT";"LBOX";"COMT";"OPERATION CAMT53";"Operation CAMT53";;"Bank transaction codes for CAMT.053";"camt.053.001.02.stm"
"Not Available";"PMNT";"LBOX";"NTAV";"OPERATION CAMT53";"Operation CAMT53";;"Bank transaction codes for CAMT.053";"camt.053.001.02.stm"
"Other";"PMNT";"LBOX";"OTHR";"OPERATION CAMT53";"Operation CAMT53";;"Bank transaction codes for CAMT.053";"camt.053.001.02.stm"
"Reimbursement (Generic)";"PMNT";"LBOX";"RIMB";"OPERATION CAMT53";"Operation CAMT53";;"Bank transaction codes for CAMT.053";"camt.053.001.02.stm"
"Taxes (Generic)";"PMNT";"LBOX";"TAXE";"OPERATION CAMT53";"Operation CAMT53";;"Bank transaction codes for CAMT.053";"camt.053.001.02.stm"
"Charges (Generic)";"PMNT";"MCRD";"CHRG";"OPERATION CAMT53";"Operation CAMT53";;"Bank transaction codes for CAMT.053";"camt.053.001.02.stm"
"Commission (Generic)";"PMNT";"MCRD";"COMM";"OPERATION CAMT53";"Operation CAMT53";;"Bank transaction codes for CAMT.053";"camt.053.001.02.stm"
"Commission Excluding Taxes (Generic)";"PMNT";"MCRD";"COME";"OPERATION CAMT53";"Operation CAMT53";;"Bank transaction codes for CAMT.053";"camt.053.001.02.stm"
"Commission Including Taxes (Generic)";"PMNT";"MCRD";"COMI";"OPERATION CAMT53";"Operation CAMT53";;"Bank transaction codes for CAMT.053";"camt.053.001.02.stm"
"Credit Adjustments (Generic)";"PMNT";"MCRD";"CAJT";"OPERATION CAMT53";"Operation CAMT53";;"Bank transaction codes for CAMT.053";"camt.053.001.02.stm"
"Credit Card Payment";"PMNT";"MCRD";"POSC";"OPERATION CAMT53";"Operation CAMT53";;"Bank transaction codes for CAMT.053";"camt.053.001.02.stm"
"Debit Adjustments (Generic)";"PMNT";"MCRD";"DAJT";"OPERATION CAMT53";"Operation CAMT53";;"Bank transaction codes for CAMT.053";"camt.053.001.02.stm"
"Fees (Generic)";"PMNT";"MCRD";"FEES";"OPERATION CAMT53";"Operation CAMT53";;"Bank transaction codes for CAMT.053";"camt.053.001.02.stm"
"Interests (Generic)";"PMNT";"MCRD";"INTR";"OPERATION CAMT53";"Operation CAMT53";;"Bank transaction codes for CAMT.053";"camt.053.001.02.stm"
"Non Taxable Commissions (Generic)";"PMNT";"MCRD";"COMT";"OPERATION CAMT53";"Operation CAMT53";;"Bank transaction codes for CAMT.053";"camt.053.001.02.stm"
"Not Available";"PMNT";"MCRD";"NTAV";"OPERATION CAMT53";"Operation CAMT53";;"Bank transaction codes for CAMT.053";"camt.053.001.02.stm"
"Other";"PMNT";"MCRD";"OTHR";"OPERATION CAMT53";"Operation CAMT53";;"Bank transaction codes for CAMT.053";"camt.053.001.02.stm"
"Point-of-Sale (POS) Payment";"PMNT";"MCRD";"POSP";"OPERATION CAMT53";"Operation CAMT53";;"Bank transaction codes for CAMT.053";"camt.053.001.02.stm"
"Reimbursement (Generic)";"PMNT";"MCRD";"RIMB";"OPERATION CAMT53";"Operation CAMT53";;"Bank transaction codes for CAMT.053";"camt.053.001.02.stm"
"Smart-Card Payment";"PMNT";"MCRD";"SMCD";"OPERATION CAMT53";"Operation CAMT53";;"Bank transaction codes for CAMT.053";"camt.053.001.02.stm"
"Taxes (Generic)";"PMNT";"MCRD";"TAXE";"OPERATION CAMT53";"Operation CAMT53";;"Bank transaction codes for CAMT.053";"camt.053.001.02.stm"
"Unpaid Card Transaction";"PMNT";"MCRD";"UPCT";"OPERATION CAMT53";"Operation CAMT53";;"Bank transaction codes for CAMT.053";"camt.053.001.02.stm"
"Adjustments (Generic)";"PMNT";"MCOP";"ADJT";"OPERATION CAMT53";"Operation CAMT53";;"Bank transaction codes for CAMT.053";"camt.053.001.02.stm"
"Charges (Generic)";"PMNT";"MCOP";"CHRG";"OPERATION CAMT53";"Operation CAMT53";;"Bank transaction codes for CAMT.053";"camt.053.001.02.stm"
"Commission (Generic)";"PMNT";"MCOP";"COMM";"OPERATION CAMT53";"Operation CAMT53";;"Bank transaction codes for CAMT.053";"camt.053.001.02.stm"
"Commission Excluding Taxes (Generic)";"PMNT";"MCOP";"COME";"OPERATION CAMT53";"Operation CAMT53";;"Bank transaction codes for CAMT.053";"camt.053.001.02.stm"
"Commission Including Taxes (Generic)";"PMNT";"MCOP";"COMI";"OPERATION CAMT53";"Operation CAMT53";;"Bank transaction codes for CAMT.053";"camt.053.001.02.stm"
"Fees (Generic)";"PMNT";"MCOP";"FEES";"OPERATION CAMT53";"Operation CAMT53";;"Bank transaction codes for CAMT.053";"camt.053.001.02.stm"
"Interests (Generic)";"PMNT";"MCOP";"INTR";"OPERATION CAMT53";"Operation CAMT53";;"Bank transaction codes for CAMT.053";"camt.053.001.02.stm"
"Non Taxable Commissions (Generic)";"PMNT";"MCOP";"COMT";"OPERATION CAMT53";"Operation CAMT53";;"Bank transaction codes for CAMT.053";"camt.053.001.02.stm"
"Not Available";"PMNT";"MCOP";"NTAV";"OPERATION CAMT53";"Operation CAMT53";;"Bank transaction codes for CAMT.053";"camt.053.001.02.stm"
"Other";"PMNT";"MCOP";"OTHR";"OPERATION CAMT53";"Operation CAMT53";;"Bank transaction codes for CAMT.053";"camt.053.001.02.stm"
"Reimbursement (Generic)";"PMNT";"MCOP";"RIMB";"OPERATION CAMT53";"Operation CAMT53";;"Bank transaction codes for CAMT.053";"camt.053.001.02.stm"
"Taxes (Generic)";"PMNT";"MCOP";"TAXE";"OPERATION CAMT53";"Operation CAMT53";;"Bank transaction codes for CAMT.053";"camt.053.001.02.stm"
"Adjustments (Generic)";"PMNT";"MDOP";"ADJT";"OPERATION CAMT53";"Operation CAMT53";;"Bank transaction codes for CAMT.053";"camt.053.001.02.stm"
"Charges (Generic)";"PMNT";"MDOP";"CHRG";"OPERATION CAMT53";"Operation CAMT53";;"Bank transaction codes for CAMT.053";"camt.053.001.02.stm"
"Commission (Generic)";"PMNT";"MDOP";"COMM";"OPERATION CAMT53";"Operation CAMT53";;"Bank transaction codes for CAMT.053";"camt.053.001.02.stm"
"Commission Excluding Taxes (Generic)";"PMNT";"MDOP";"COME";"OPERATION CAMT53";"Operation CAMT53";;"Bank transaction codes for CAMT.053";"camt.053.001.02.stm"
"Commission Including Taxes (Generic)";"PMNT";"MDOP";"COMI";"OPERATION CAMT53";"Operation CAMT53";;"Bank transaction codes for CAMT.053";"camt.053.001.02.stm"
"Fees (Generic)";"PMNT";"MDOP";"FEES";"OPERATION CAMT53";"Operation CAMT53";;"Bank transaction codes for CAMT.053";"camt.053.001.02.stm"
"Interests (Generic)";"PMNT";"MDOP";"INTR";"OPERATION CAMT53";"Operation CAMT53";;"Bank transaction codes for CAMT.053";"camt.053.001.02.stm"
"Non Taxable Commissions (Generic)";"PMNT";"MDOP";"COMT";"OPERATION CAMT53";"Operation CAMT53";;"Bank transaction codes for CAMT.053";"camt.053.001.02.stm"
"Not Available";"PMNT";"MDOP";"NTAV";"OPERATION CAMT53";"Operation CAMT53";;"Bank transaction codes for CAMT.053";"camt.053.001.02.stm"
"Other";"PMNT";"MDOP";"OTHR";"OPERATION CAMT53";"Operation CAMT53";;"Bank transaction codes for CAMT.053";"camt.053.001.02.stm"
"Reimbursement (Generic)";"PMNT";"MDOP";"RIMB";"OPERATION CAMT53";"Operation CAMT53";;"Bank transaction codes for CAMT.053";"camt.053.001.02.stm"
"Taxes (Generic)";"PMNT";"MDOP";"TAXE";"OPERATION CAMT53";"Operation CAMT53";;"Bank transaction codes for CAMT.053";"camt.053.001.02.stm"
"Invoice Accepted with Differed Due Date";"PMNT";"MDOP";"IADD";"OPERATION CAMT53";"Operation CAMT53";;"Bank transaction codes for CAMT.053";"camt.053.001.02.stm"
"Not Available";"PMNT";"NTAV";"NTAV";"OPERATION CAMT53";"Operation CAMT53";;"Bank transaction codes for CAMT.053";"camt.053.001.02.stm"
"Other";"PMNT";"OTHR";"OTHR";"OPERATION CAMT53";"Operation CAMT53";;"Bank transaction codes for CAMT.053";"camt.053.001.02.stm"
"ACH Concentration";"PMNT";"RCCN";"ACON";"OPERATION CAMT53";"Operation CAMT53";;"Bank transaction codes for CAMT.053";"camt.053.001.02.stm"
"Branch Account Transfer";"PMNT";"RCCN";"BACT";"OPERATION CAMT53";"Operation CAMT53";;"Bank transaction codes for CAMT.053";"camt.053.001.02.stm"
"Charges (Generic)";"PMNT";"RCCN";"CHRG";"OPERATION CAMT53";"Operation CAMT53";;"Bank transaction codes for CAMT.053";"camt.053.001.02.stm"
"Commission (Generic)";"PMNT";"RCCN";"COMM";"OPERATION CAMT53";"Operation CAMT53";;"Bank transaction codes for CAMT.053";"camt.053.001.02.stm"
"Commission Excluding Taxes (Generic)";"PMNT";"RCCN";"COME";"OPERATION CAMT53";"Operation CAMT53";;"Bank transaction codes for CAMT.053";"camt.053.001.02.stm"
"Commission Including Taxes (Generic)";"PMNT";"RCCN";"COMI";"OPERATION CAMT53";"Operation CAMT53";;"Bank transaction codes for CAMT.053";"camt.053.001.02.stm"
"Corporate Own Account Transfer";"PMNT";"RCCN";"COAT";"OPERATION CAMT53";"Operation CAMT53";;"Bank transaction codes for CAMT.053";"camt.053.001.02.stm"
"Credit Adjustments (Generic)";"PMNT";"RCCN";"CAJT";"OPERATION CAMT53";"Operation CAMT53";;"Bank transaction codes for CAMT.053";"camt.053.001.02.stm"
"Cross-Border Intra Company Transfer";"PMNT";"RCCN";"XICT";"OPERATION CAMT53";"Operation CAMT53";;"Bank transaction codes for CAMT.053";"camt.053.001.02.stm"
"Debit Adjustments (Generic)";"PMNT";"RCCN";"DAJT";"OPERATION CAMT53";"Operation CAMT53";;"Bank transaction codes for CAMT.053";"camt.053.001.02.stm"
"Fees (Generic)";"PMNT";"RCCN";"FEES";"OPERATION CAMT53";"Operation CAMT53";;"Bank transaction codes for CAMT.053";"camt.053.001.02.stm"
"Financial Institution Own Account Transfer";"PMNT";"RCCN";"FIOA";"OPERATION CAMT53";"Operation CAMT53";;"Bank transaction codes for CAMT.053";"camt.053.001.02.stm"
"Interests (Generic)";"PMNT";"RCCN";"INTR";"OPERATION CAMT53";"Operation CAMT53";;"Bank transaction codes for CAMT.053";"camt.053.001.02.stm"
"Intra Company Transfer";"PMNT";"RCCN";"ICCT";"OPERATION CAMT53";"Operation CAMT53";;"Bank transaction codes for CAMT.053";"camt.053.001.02.stm"
"Non Taxable Commissions (Generic)";"PMNT";"RCCN";"COMT";"OPERATION CAMT53";"Operation CAMT53";;"Bank transaction codes for CAMT.053";"camt.053.001.02.stm"
"Not Available";"PMNT";"RCCN";"NTAV";"OPERATION CAMT53";"Operation CAMT53";;"Bank transaction codes for CAMT.053";"camt.053.001.02.stm"
"Other";"PMNT";"RCCN";"OTHR";"OPERATION CAMT53";"Operation CAMT53";;"Bank transaction codes for CAMT.053";"camt.053.001.02.stm"
"Reimbursement (Generic)";"PMNT";"RCCN";"RIMB";"OPERATION CAMT53";"Operation CAMT53";;"Bank transaction codes for CAMT.053";"camt.053.001.02.stm"
"Taxes (Generic)";"PMNT";"RCCN";"TAXE";"OPERATION CAMT53";"Operation CAMT53";;"Bank transaction codes for CAMT.053";"camt.053.001.02.stm"
"ARP Debit";"PMNT";"RCHQ";"ARPD";"OPERATION CAMT53";"Operation CAMT53";;"Bank transaction codes for CAMT.053";"camt.053.001.02.stm"
"Bank Cheque";"PMNT";"RCHQ";"BCHQ";"OPERATION CAMT53";"Operation CAMT53";;"Bank transaction codes for CAMT.053";"camt.053.001.02.stm"
"Cash Letter";"PMNT";"RCHQ";"CASH";"OPERATION CAMT53";"Operation CAMT53";;"Bank transaction codes for CAMT.053";"camt.053.001.02.stm"
"Cash Letter Adjustment";"PMNT";"RCHQ";"CSHA";"OPERATION CAMT53";"Operation CAMT53";;"Bank transaction codes for CAMT.053";"camt.053.001.02.stm"
"Certified Customer Cheque";"PMNT";"RCHQ";"CCCH";"OPERATION CAMT53";"Operation CAMT53";;"Bank transaction codes for CAMT.053";"camt.053.001.02.stm"
"Charges (Generic)";"PMNT";"RCHQ";"CHRG";"OPERATION CAMT53";"Operation CAMT53";;"Bank transaction codes for CAMT.053";"camt.053.001.02.stm"
"Cheque";"PMNT";"RCHQ";"CCHQ";"OPERATION CAMT53";"Operation CAMT53";;"Bank transaction codes for CAMT.053";"camt.053.001.02.stm"
"Cheque Reversal";"PMNT";"RCHQ";"CQRV";"OPERATION CAMT53";"Operation CAMT53";;"Bank transaction codes for CAMT.053";"camt.053.001.02.stm"
"Cheque Under Reserve";"PMNT";"RCHQ";"URCQ";"OPERATION CAMT53";"Operation CAMT53";;"Bank transaction codes for CAMT.053";"camt.053.001.02.stm"
"Circular Cheque";"PMNT";"RCHQ";"CLCQ";"OPERATION CAMT53";"Operation CAMT53";;"Bank transaction codes for CAMT.053";"camt.053.001.02.stm"
"Commission (Generic)";"PMNT";"RCHQ";"COMM";"OPERATION CAMT53";"Operation CAMT53";;"Bank transaction codes for CAMT.053";"camt.053.001.02.stm"
"Commission Excluding Taxes (Generic)";"PMNT";"RCHQ";"COME";"OPERATION CAMT53";"Operation CAMT53";;"Bank transaction codes for CAMT.053";"camt.053.001.02.stm"
"Commission Including Taxes (Generic)";"PMNT";"RCHQ";"COMI";"OPERATION CAMT53";"Operation CAMT53";;"Bank transaction codes for CAMT.053";"camt.053.001.02.stm"
"Controlled Disbursement";"PMNT";"RCHQ";"CDIS";"OPERATION CAMT53";"Operation CAMT53";;"Bank transaction codes for CAMT.053";"camt.053.001.02.stm"
"Credit Adjustments (Generic)";"PMNT";"RCHQ";"CAJT";"OPERATION CAMT53";"Operation CAMT53";;"Bank transaction codes for CAMT.053";"camt.053.001.02.stm"
"Crossed Cheque";"PMNT";"RCHQ";"CRCQ";"OPERATION CAMT53";"Operation CAMT53";;"Bank transaction codes for CAMT.053";"camt.053.001.02.stm"
"Debit Adjustments (Generic)";"PMNT";"RCHQ";"DAJT";"OPERATION CAMT53";"Operation CAMT53";;"Bank transaction codes for CAMT.053";"camt.053.001.02.stm"
"Fees (Generic)";"PMNT";"RCHQ";"FEES";"OPERATION CAMT53";"Operation CAMT53";;"Bank transaction codes for CAMT.053";"camt.053.001.02.stm"
"Foreign Cheque";"PMNT";"RCHQ";"XBCQ";"OPERATION CAMT53";"Operation CAMT53";;"Bank transaction codes for CAMT.053";"camt.053.001.02.stm"
"Foreign Cheque Under Reserve";"PMNT";"RCHQ";"XRCQ";"OPERATION CAMT53";"Operation CAMT53";;"Bank transaction codes for CAMT.053";"camt.053.001.02.stm"
"Interests (Generic)";"PMNT";"RCHQ";"INTR";"OPERATION CAMT53";"Operation CAMT53";;"Bank transaction codes for CAMT.053";"camt.053.001.02.stm"
"Non Presented Circular Cheques";"PMNT";"RCHQ";"NPCC";"OPERATION CAMT53";"Operation CAMT53";;"Bank transaction codes for CAMT.053";"camt.053.001.02.stm"
"Non Taxable Commissions (Generic)";"PMNT";"RCHQ";"COMT";"OPERATION CAMT53";"Operation CAMT53";;"Bank transaction codes for CAMT.053";"camt.053.001.02.stm"
"Not Available";"PMNT";"RCHQ";"NTAV";"OPERATION CAMT53";"Operation CAMT53";;"Bank transaction codes for CAMT.053";"camt.053.001.02.stm"
"Open Cheque";"PMNT";"RCHQ";"OPCQ";"OPERATION CAMT53";"Operation CAMT53";;"Bank transaction codes for CAMT.053";"camt.053.001.02.stm"
"Order Cheque";"PMNT";"RCHQ";"ORCQ";"OPERATION CAMT53";"Operation CAMT53";;"Bank transaction codes for CAMT.053";"camt.053.001.02.stm"
"Other";"PMNT";"RCHQ";"OTHR";"OPERATION CAMT53";"Operation CAMT53";;"Bank transaction codes for CAMT.053";"camt.053.001.02.stm"
"Reimbursement (Generic)";"PMNT";"RCHQ";"RIMB";"OPERATION CAMT53";"Operation CAMT53";;"Bank transaction codes for CAMT.053";"camt.053.001.02.stm"
"Taxes (Generic)";"PMNT";"RCHQ";"TAXE";"OPERATION CAMT53";"Operation CAMT53";;"Bank transaction codes for CAMT.053";"camt.053.001.02.stm"
"Unpaid Cheque";"PMNT";"RCHQ";"UPCQ";"OPERATION CAMT53";"Operation CAMT53";;"Bank transaction codes for CAMT.053";"camt.053.001.02.stm"
"Unpaid Foreign Cheque";"PMNT";"RCHQ";"XPCQ";"OPERATION CAMT53";"Operation CAMT53";;"Bank transaction codes for CAMT.053";"camt.053.001.02.stm"
"ACH Corporate Trade";"PMNT";"RCDT";"ACOR";"OPERATION CAMT53";"Operation CAMT53";;"Bank transaction codes for CAMT.053";"camt.053.001.02.stm"
"ACH Credit";"PMNT";"RCDT";"ACDT";"OPERATION CAMT53";"Operation CAMT53";;"Bank transaction codes for CAMT.053";"camt.053.001.02.stm"
"ACH Debit";"PMNT";"RCDT";"ADBT";"OPERATION CAMT53";"Operation CAMT53";;"Bank transaction codes for CAMT.053";"camt.053.001.02.stm"
"ACH Pre-Authorised";"PMNT";"RCDT";"APAC";"OPERATION CAMT53";"Operation CAMT53";;"Bank transaction codes for CAMT.053";"camt.053.001.02.stm"
"ACH Return";"PMNT";"RCDT";"ARET";"OPERATION CAMT53";"Operation CAMT53";;"Bank transaction codes for CAMT.053";"camt.053.001.02.stm"
"ACH Reversal";"PMNT";"RCDT";"AREV";"OPERATION CAMT53";"Operation CAMT53";;"Bank transaction codes for CAMT.053";"camt.053.001.02.stm"
"ACH Settlement";"PMNT";"RCDT";"ASET";"OPERATION CAMT53";"Operation CAMT53";;"Bank transaction codes for CAMT.053";"camt.053.001.02.stm"
"ACH Transaction";"PMNT";"RCDT";"ATXN";"OPERATION CAMT53";"Operation CAMT53";;"Bank transaction codes for CAMT.053";"camt.053.001.02.stm"
"Automatic Transfer";"PMNT";"RCDT";"AUTT";"OPERATION CAMT53";"Operation CAMT53";;"Bank transaction codes for CAMT.053";"camt.053.001.02.stm"
"Charges (Generic)";"PMNT";"RCDT";"CHRG";"OPERATION CAMT53";"Operation CAMT53";;"Bank transaction codes for CAMT.053";"camt.053.001.02.stm"
"Commission (Generic)";"PMNT";"RCDT";"COMM";"OPERATION CAMT53";"Operation CAMT53";;"Bank transaction codes for CAMT.053";"camt.053.001.02.stm"
"Commission Excluding Taxes (Generic)";"PMNT";"RCDT";"COME";"OPERATION CAMT53";"Operation CAMT53";;"Bank transaction codes for CAMT.053";"camt.053.001.02.stm"
"Commission Including Taxes (Generic)";"PMNT";"RCDT";"COMI";"OPERATION CAMT53";"Operation CAMT53";;"Bank transaction codes for CAMT.053";"camt.053.001.02.stm"
"Credit Adjustments (Generic)";"PMNT";"RCDT";"CAJT";"OPERATION CAMT53";"Operation CAMT53";;"Bank transaction codes for CAMT.053";"camt.053.001.02.stm"
"Credit Transfer With Agreed Commercial Information";"PMNT";"RCDT";"VCOM";"OPERATION CAMT53";"Operation CAMT53";;"Bank transaction codes for CAMT.053";"camt.053.001.02.stm"
"Cross-Border Credit Transfer";"PMNT";"RCDT";"XBCT";"OPERATION CAMT53";"Operation CAMT53";;"Bank transaction codes for CAMT.053";"camt.053.001.02.stm"
"Cross-Border Payroll/Salary Payment";"PMNT";"RCDT";"XBSA";"OPERATION CAMT53";"Operation CAMT53";;"Bank transaction codes for CAMT.053";"camt.053.001.02.stm"
"Cross-Border Standing Order";"PMNT";"RCDT";"XBST";"OPERATION CAMT53";"Operation CAMT53";;"Bank transaction codes for CAMT.053";"camt.053.001.02.stm"
"Debit Adjustments (Generic)";"PMNT";"RCDT";"DAJT";"OPERATION CAMT53";"Operation CAMT53";;"Bank transaction codes for CAMT.053";"camt.053.001.02.stm"
"Domestic Credit Transfer";"PMNT";"RCDT";"DMCT";"OPERATION CAMT53";"Operation CAMT53";;"Bank transaction codes for CAMT.053";"camt.053.001.02.stm"
"Fees (Generic)";"PMNT";"RCDT";"FEES";"OPERATION CAMT53";"Operation CAMT53";;"Bank transaction codes for CAMT.053";"camt.053.001.02.stm"
"Financial Institution Credit Transfer";"PMNT";"RCDT";"FICT";"OPERATION CAMT53";"Operation CAMT53";;"Bank transaction codes for CAMT.053";"camt.053.001.02.stm"
"Interests (Generic)";"PMNT";"RCDT";"INTR";"OPERATION CAMT53";"Operation CAMT53";;"Bank transaction codes for CAMT.053";"camt.053.001.02.stm"
"Internal Book Transfer";"PMNT";"RCDT";"BOOK";"OPERATION CAMT53";"Operation CAMT53";;"Bank transaction codes for CAMT.053";"camt.053.001.02.stm"
"Non Taxable Commissions (Generic)";"PMNT";"RCDT";"COMT";"OPERATION CAMT53";"Operation CAMT53";;"Bank transaction codes for CAMT.053";"camt.053.001.02.stm"
"Nordic Payment Council Credit Transfer";"PMNT";"RCDT";"ENCT";"OPERATION CAMT53";"Operation CAMT53";;"Bank transaction codes for CAMT.053";"camt.053.001.02.stm"
"Not Available";"PMNT";"RCDT";"NTAV";"OPERATION CAMT53";"Operation CAMT53";;"Bank transaction codes for CAMT.053";"camt.053.001.02.stm"
"Other";"PMNT";"RCDT";"OTHR";"OPERATION CAMT53";"Operation CAMT53";;"Bank transaction codes for CAMT.053";"camt.053.001.02.stm"
"Payroll/Salary Payment";"PMNT";"RCDT";"SALA";"OPERATION CAMT53";"Operation CAMT53";;"Bank transaction codes for CAMT.053";"camt.053.001.02.stm"
"Priority Credit Transfer";"PMNT";"RCDT";"PRCT";"OPERATION CAMT53";"Operation CAMT53";;"Bank transaction codes for CAMT.053";"camt.053.001.02.stm"
"Reimbursement (Generic)";"PMNT";"RCDT";"RIMB";"OPERATION CAMT53";"Operation CAMT53";;"Bank transaction codes for CAMT.053";"camt.053.001.02.stm"
"Reversal Due To Payment Cancellation Request  ";"PMNT";"RCDT";"RPCR";"OPERATION CAMT53";"Operation CAMT53";;"Bank transaction codes for CAMT.053";"camt.053.001.02.stm"
"Reversal Due To Payment Return";"PMNT";"RCDT";"RRTN";"OPERATION CAMT53";"Operation CAMT53";;"Bank transaction codes for CAMT.053";"camt.053.001.02.stm"
"Cross Border Reversal Due to Payment Return";"PMNT";"RCDT";"XRTN";"OPERATION CAMT53";"Operation CAMT53";;"Bank transaction codes for CAMT.053";"camt.053.001.02.stm"
"Same Day Value Credit Transfer";"PMNT";"RCDT";"SDVA";"OPERATION CAMT53";"Operation CAMT53";;"Bank transaction codes for CAMT.053";"camt.053.001.02.stm"
"SEPA Credit Transfer";"PMNT";"RCDT";"ESCT";"OPERATION CAMT53";"Operation CAMT53";;"Bank transaction codes for CAMT.053";"camt.053.001.02.stm"
"Standing Order";"PMNT";"RCDT";"STDO";"OPERATION CAMT53";"Operation CAMT53";;"Bank transaction codes for CAMT.053";"camt.053.001.02.stm"
"Taxes (Generic)";"PMNT";"RCDT";"TAXE";"OPERATION CAMT53";"Operation CAMT53";;"Bank transaction codes for CAMT.053";"camt.053.001.02.stm"
"Treasury Tax And Loan Service";"PMNT";"RCDT";"TTLS";"OPERATION CAMT53";"Operation CAMT53";;"Bank transaction codes for CAMT.053";"camt.053.001.02.stm"
"Charges (Generic)";"PMNT";"RDDT";"CHRG";"OPERATION CAMT53";"Operation CAMT53";;"Bank transaction codes for CAMT.053";"camt.053.001.02.stm"
"Commission (Generic)";"PMNT";"RDDT";"COMM";"OPERATION CAMT53";"Operation CAMT53";;"Bank transaction codes for CAMT.053";"camt.053.001.02.stm"
"Commission Excluding Taxes (Generic)";"PMNT";"RDDT";"COME";"OPERATION CAMT53";"Operation CAMT53";;"Bank transaction codes for CAMT.053";"camt.053.001.02.stm"
"Commission Including Taxes (Generic)";"PMNT";"RDDT";"COMI";"OPERATION CAMT53";"Operation CAMT53";;"Bank transaction codes for CAMT.053";"camt.053.001.02.stm"
"Credit Adjustments (Generic)";"PMNT";"RDDT";"CAJT";"OPERATION CAMT53";"Operation CAMT53";;"Bank transaction codes for CAMT.053";"camt.053.001.02.stm"
"Cross-Border Direct Debit";"PMNT";"RDDT";"XBDD";"OPERATION CAMT53";"Operation CAMT53";;"Bank transaction codes for CAMT.053";"camt.053.001.02.stm"
"Debit Adjustments (Generic)";"PMNT";"RDDT";"DAJT";"OPERATION CAMT53";"Operation CAMT53";;"Bank transaction codes for CAMT.053";"camt.053.001.02.stm"
"Direct Debit";"PMNT";"RDDT";"PMDD";"OPERATION CAMT53";"Operation CAMT53";;"Bank transaction codes for CAMT.053";"camt.053.001.02.stm"
"Direct Debit Under Reserve";"PMNT";"RDDT";"URDD";"OPERATION CAMT53";"Operation CAMT53";;"Bank transaction codes for CAMT.053";"camt.053.001.02.stm"
"Fees (Generic)";"PMNT";"RDDT";"FEES";"OPERATION CAMT53";"Operation CAMT53";;"Bank transaction codes for CAMT.053";"camt.053.001.02.stm"
"Financial Institution Direct Debit Payment";"PMNT";"RDDT";"FIDD";"OPERATION CAMT53";"Operation CAMT53";;"Bank transaction codes for CAMT.053";"camt.053.001.02.stm"
"Interests (Generic)";"PMNT";"RDDT";"INTR";"OPERATION CAMT53";"Operation CAMT53";;"Bank transaction codes for CAMT.053";"camt.053.001.02.stm"
"Non Taxable Commissions (Generic)";"PMNT";"RDDT";"COMT";"OPERATION CAMT53";"Operation CAMT53";;"Bank transaction codes for CAMT.053";"camt.053.001.02.stm"
"Not Available";"PMNT";"RDDT";"NTAV";"OPERATION CAMT53";"Operation CAMT53";;"Bank transaction codes for CAMT.053";"camt.053.001.02.stm"
"One-Off Direct Debit";"PMNT";"RDDT";"OODD";"OPERATION CAMT53";"Operation CAMT53";;"Bank transaction codes for CAMT.053";"camt.053.001.02.stm"
"Other";"PMNT";"RDDT";"OTHR";"OPERATION CAMT53";"Operation CAMT53";;"Bank transaction codes for CAMT.053";"camt.053.001.02.stm"
"Pre-Authorised Direct Debit";"PMNT";"RDDT";"PADD";"OPERATION CAMT53";"Operation CAMT53";;"Bank transaction codes for CAMT.053";"camt.053.001.02.stm"
"Reimbursement (Generic)";"PMNT";"RDDT";"RIMB";"OPERATION CAMT53";"Operation CAMT53";;"Bank transaction codes for CAMT.053";"camt.053.001.02.stm"
"Reversal Due To Payment Cancellation Request";"PMNT";"RDDT";"RCDD";"OPERATION CAMT53";"Operation CAMT53";;"Bank transaction codes for CAMT.053";"camt.053.001.02.stm"
"Reversal Due To Payment Reversal  ";"PMNT";"RDDT";"PRDD";"OPERATION CAMT53";"Operation CAMT53";;"Bank transaction codes for CAMT.053";"camt.053.001.02.stm"
"Reversal Due To Return/Unpaid Direct Debit";"PMNT";"RDDT";"UPDD";"OPERATION CAMT53";"Operation CAMT53";;"Bank transaction codes for CAMT.053";"camt.053.001.02.stm"
